cv_id,full_name,phone,email,gender,date_of_birth,nationality,city,province,education_level,institution,graduation_year,major,certifications,languages,language_proficiency,total_years_experience,current_job_title,employment_status,preferred_job_type,preferred_location,salary_expectation_min,salary_expectation_max,availability,skills_technical,skills_soft,work_experience_json,projects_json,references_json,resume_quality_score,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
1698,Mutale Chabinga,261000000000.0,mutale.chabinga@email.com,Male,19/05/1995,Zambian,Solwezi,North-Western,Certificate,Solwezi Trades School,2012,Heavy Equipment,"Equipment Operation,Safety","English,Kaonde",Basic,5,Equipment Operator,Employed,Full-time,North-Western,11000,15000,2 weeks,"Excavator Operation,Loader,Maintenance","Safety Consciousness,Precision,Teamwork","[{""title"":""Heavy Equipment Operator""","company:""First Quantum Minerals""","location:""Solwezi""","start_date:""2014-10""","end_date:""Present""","description:""Operate mining equipment""","achievements:[""Maintained safety record""",Improved operational efficiency]},"{""title"":""Operator Trainee""","company:""Various Sites""","location:""North-Western""","start_date:""2012-04""","end_date:""2014-09""","description:""Learned equipment operation""","achievements:[""Certified on multiple machines""",Improved operational skills]}],"[{""name"":""Mine Development Operations""","description:""Equipment operation for mine expansion""","technologies:""Heavy Equipment","GPS Systems""","duration:""Ongoing""}]","[{""name"":""Obed Musunga""","relationship:""Operations Supervisor""","phone:""+260977901252""","email:""obed.musunga@fqml.co.zm""}]",6,
1699,Obed Nkausu,261000000000.0,obed.nkausu@email.com,Male,03/12/1987,Zambian,Kalulushi,Copperbelt,Certificate,Kalulushi Trades School,2005,Carpentry,"Woodworking,Furniture Making","English,Bemba",Basic,12,Carpenter,Self-Employed,Contract,Copperbelt,6000,9000,Immediate,"Woodworking,Furniture Design,Repair","Craftsmanship,Reliability,Customer Service","[{""title"":""Carpenter""","company:""Obed Carpentry""","location:""Kalulushi""","start_date:""2009-05""","end_date:""Present""","description:""Run own carpentry business""","achievements:[""Completed 160+ projects""",Known for quality workmanship]},"{""title"":""Apprentice Carpenter""","company:""Various Workshops""","location:""Copperbelt""","start_date:""2005-02""","end_date:""2009-04""","description:""Learned carpentry skills""","achievements:[""Mastered woodworking techniques""",Improved design skills]}],"[{""name"":""Custom Furniture Production""","description:""Handcrafted furniture""","technologies:""Woodworking Tools","Finishing""","duration:""Ongoing""}]","[{""name"":""Chilufya Mafuta""","relationship:""Regular Client""","phone:""+260955012363""","email:""chilufya.mafuta@email.com""}]",6,
1700,Chilufya Nambeya,261000000000.0,chilufya.nambeya@email.com,Female,12/10/1992,Zambian,Mongu,Western,Certificate,Mongu Trades School,2009,Dressmaking,"Fashion Design,Tailoring","English,Lozi",Basic,8,Dressmaker,Self-Employed,Full-time,Western,5000,7500,Immediate,"Pattern Making,Sewing,Fashion Design","Creativity,Attention to Detail,Customer Service","[{""title"":""Dressmaker""","company:""Chilufya's Fashion House""","location:""Mongu""","start_date:""2012-06""","end_date:""Present""","description:""Run own dressmaking business""","achievements:[""Built loyal customer base""",Known for quality work]},"{""title"":""Tailoring Assistant""","company:""Various Shops""","location:""Mongu""","start_date:""2009-03""","end_date:""2012-05""","description:""Learned dressmaking""","achievements:[""Mastered advanced techniques""",Improved design skills]}],"[{""name"":""Custom Clothing Production""","description:""Bespoke fashion items""","technologies:""Sewing Machines","Pattern Design""","duration:""Ongoing""}]","[{""name"":""Sepiso Mweshi""","relationship:""Business Partner""","phone:""+260966123475""","email:""sepiso.mweshi@email.com""}]",6,
1701,Silvia Sikanyika,261000000000.0,silvia.sikanyika@email.com,Female,16/09/1991,Zambian,Kabwe,Central,Diploma,Kabwe Business College,2009,Office Administration,"Secretarial,Computer Skills","English,Bemba",Intermediate,8,Administrative Assistant,Employed,Full-time,Central,6000,9000,2 weeks,"Filing,Data Entry,Customer Service","Organization,Communication,Teamwork","[{""title"":""Administrative Assistant""","company:""Central Province Administration""","location:""Kabwe""","start_date:""2013-11""","end_date:""Present""","description:""Handle administrative tasks and support""","achievements:[""Improved office efficiency""",Enhanced document management]},"{""title"":""Office Clerk""","company:""Various Offices""","location:""Kabwe""","start_date:""2009-04""","end_date:""2013-10""","description:""Supported office operations""","achievements:[""Improved computer skills""",Enhanced customer service]}],"[{""name"":""Office System Enhancement""","description:""Administrative process improvement""","technologies:""Office Software","Filing Systems""","duration:""4 months""}]","[{""name"":""Ronald Silwimba""","relationship:""Office Manager""","phone:""+260966234578""","email:""ronald.silwimba@gov.zm""}]",6,
1702,Ronald Nyimbili,261000000000.0,ronald.nyimbili@email.com,Male,29/04/1987,Zambian,Mufumbwe,North-Western,Certificate,Mufumbwe Trades School,2005,Welding,"Welding Certification,Safety","English,Kaonde",Basic,12,Welder,Self-Employed,Contract,North-Western,7500,11000,Immediate,"Arc Welding,MIG Welding,Fabrication","Precision,Safety Focus,Teamwork","[{""title"":""Welder/Fabricator""","company:""Ronald's Welding Services""","location:""Mufumbwe""","start_date:""2009-08""","end_date:""Present""","description:""Run own welding and fabrication business""","achievements:[""Completed 200+ welding projects""",Known for quality workmanship]},"{""title"":""Apprentice Welder""","company:""Various Workshops""","location:""North-Western""","start_date:""2005-02""","end_date:""2009-07""","description:""Learned welding skills""","achievements:[""Mastered multiple techniques""",Improved fabrication skills]}],"[{""name"":""Metal Fabrication Services""","description:""Custom metal work""","technologies:""Welding Equipment","Fabrication""","duration:""Ongoing""}]","[{""name"":""Noah Chiwala""","relationship:""Regular Client""","phone:""+260977345689""","email:""noah.chiwala@email.com""}]",7,
1703,Noah Chifunda,261000000000.0,noah.chifunda@email.com,Male,18/01/1993,Zambian,Mongu,Western,Certificate,Mongu Technical School,2010,Motor Mechanics,"Automotive Repair,Diagnostics","English,Lozi",Basic,7,Motor Mechanic,Self-Employed,Contract,Western,7000,10500,Immediate,"Engine Repair,Transmission,Electrical","Technical Skills,Problem-solving,Reliability","[{""title"":""Motor Mechanic""","company:""Noah's Auto Repair""","location:""Mongu""","start_date:""2013-06""","end_date:""Present""","description:""Run own automotive repair business""","achievements:[""Built reputation for quality""",Maintained customer loyalty]},"{""title"":""Mechanic Assistant""","company:""Various Garages""","location:""Mongu""","start_date:""2010-03""","end_date:""2013-05""","description:""Learned automotive repair""","achievements:[""Mastered diagnostic techniques""",Improved repair efficiency]}],"[{""name"":""Vehicle Maintenance Services""","description:""Automotive repair and maintenance""","technologies:""Diagnostic Tools","Repair Equipment""","duration:""Ongoing""}]","[{""name"":""Webster Ilunga""","relationship:""Regular Client""","phone:""+260955456800""","email:""webster.ilunga@email.com""}]",6,
1704,Webster Masumba,261000000000.0,webster.masumba@email.com,Male,22/11/1989,Zambian,Kalulushi,Copperbelt,Certificate,Kalulushi Technical School,2007,Electrical Work,"Electrical Installation,Maintenance","English,Bemba",Basic,10,Electrician,Self-Employed,Contract,Copperbelt,8000,11500,Immediate,"Electrical Installation,Wiring,Maintenance","Technical Skills,Safety Focus,Reliability","[{""title"":""Electrician""","company:""Webster Electrical Services""","location:""Kalulushi""","start_date:""2011-09""","end_date:""Present""","description:""Run own electrical business""","achievements:[""Completed 300+ electrical jobs""",Maintained safety record]},"{""title"":""Apprentice Electrician""","company:""Various Contractors""","location:""Copperbelt""","start_date:""2007-04""","end_date:""2011-08""","description:""Learned electrical work""","achievements:[""Mastered electrical systems""",Improved installation techniques]}],"[{""name"":""Residential Electrical Work""","description:""Home electrical services""","technologies:""Electrical Systems","Testing Equipment""","duration:""Ongoing""}]","[{""name"":""Davison Maseka""","relationship:""Client""","phone:""+260966567914""","email:""davison.maseka@email.com""}]",7,
1705,Davison Shumba,261000000000.0,davison.shumba@email.com,Male,14/06/1992,Zambian,Chipata,Eastern,Certificate,Chipata Trades School,2009,Plumbing,"Pipe Installation,Repair","English,Nyanja",Basic,8,Plumber,Self-Employed,Contract,Eastern,7000,10000,Immediate,"Pipe Installation,Repair,Maintenance","Problem-solving,Reliability,Customer Service","[{""title"":""Plumber""","company:""Shumba Plumbing Services""","location:""Chipata""","start_date:""2012-08""","end_date:""Present""","description:""Run own plumbing business""","achievements:[""Completed 200+ plumbing jobs""",Maintained customer satisfaction]},"{""title"":""Apprentice Plumber""","company:""Various Contractors""","location:""Eastern Province""","start_date:""2009-01""","end_date:""2012-07""","description:""Learned plumbing work""","achievements:[""Mastered pipe systems""",Improved installation techniques]}],"[{""name"":""Water System Installation""","description:""Residential and commercial plumbing""","technologies:""Pipe Systems","Water Treatment""","duration:""Ongoing""}]","[{""name"":""Davy Malunga""","relationship:""Regular Client""","phone:""+260977678914""","email:""davy.malunga@email.com""}]",6,
1706,Davy Mbuzi,261000000000.0,davy.mbuzi@email.com,Male,07/08/1988,Zambian,Mazabuka,Southern,Certificate,Mazabuka Technical School,2006,Carpentry,"Woodworking,Furniture Making","English,Tonga",Basic,11,Carpenter,Self-Employed,Contract,Southern,6000,9000,Immediate,"Woodworking,Furniture Design,Repair","Craftsmanship,Reliability,Customer Service","[{""title"":""Carpenter""","company:""Davy Carpentry""","location:""Mazabuka""","start_date:""2010-05""","end_date:""Present""","description:""Run own carpentry business""","achievements:[""Completed 150+ projects""",Known for quality workmanship]},"{""title"":""Apprentice Carpenter""","company:""Various Workshops""","location:""Southern Province""","start_date:""2006-02""","end_date:""2010-04""","description:""Learned carpentry skills""","achievements:[""Mastered woodworking techniques""",Improved design skills]}],"[{""name"":""Custom Furniture Production""","description:""Handcrafted furniture""","technologies:""Woodworking Tools","Finishing""","duration:""Ongoing""}]","[{""name"":""Chola Nakawala""","relationship:""Regular Client""","phone:""+260955789024""","email:""chola.nakawala@email.com""}]",6,
1707,Chola Mhango,261000000000.0,chola.mhango@email.com,Male,31/03/1994,Zambian,Solwezi,North-Western,Certificate,Solwezi Technical School,2011,Heavy Equipment,"Equipment Operation,Safety","English,Kaonde",Basic,6,Equipment Operator,Employed,Full-time,North-Western,11000,15000,2 weeks,"Excavator Operation,Loader,Maintenance","Safety Consciousness,Precision,Teamwork","[{""title"":""Heavy Equipment Operator""","company:""First Quantum Minerals""","location:""Solwezi""","start_date:""2014-10""","end_date:""Present""","description:""Operate mining equipment""","achievements:[""Maintained safety record""",Improved operational efficiency]},"{""title"":""Operator Trainee""","company:""Various Sites""","location:""North-Western""","start_date:""2011-04""","end_date:""2014-09""","description:""Learned equipment operation""","achievements:[""Certified on multiple machines""",Improved operational skills]}],"[{""name"":""Mine Development Operations""","description:""Equipment operation for mine expansion""","technologies:""Heavy Equipment","GPS Systems""","duration:""Ongoing""}]","[{""name"":""Donald Kapalu""","relationship:""Operations Supervisor""","phone:""+260966890134""","email:""donald.kapalu@fqml.co.zm""}]",7,
1708,Donald Chitambala,261000000000.0,donald.chitambala@email.com,Male,12/12/1990,Zambian,Kalulushi,Copperbelt,Certificate,Kalulushi Trades School,2008,Welding,"Welding Certification,Safety","English,Bemba",Basic,9,Welder,Self-Employed,Contract,Copperbelt,7500,11000,Immediate,"Arc Welding,MIG Welding,Fabrication","Precision,Safety Focus,Teamwork","[{""title"":""Welder/Fabricator""","company:""Donald's Welding Services""","location:""Kalulushi""","start_date:""2011-07""","end_date:""Present""","description:""Run own welding and fabrication business""","achievements:[""Completed 180+ welding projects""",Known for quality workmanship]},"{""title"":""Apprentice Welder""","company:""Various Workshops""","location:""Copperbelt""","start_date:""2008-03""","end_date:""2011-06""","description:""Learned welding skills""","achievements:[""Mastered multiple techniques""",Improved fabrication skills]}],"[{""name"":""Metal Fabrication Services""","description:""Custom metal work""","technologies:""Welding Equipment","Fabrication""","duration:""Ongoing""}]","[{""name"":""Annah Matongo""","relationship:""Regular Client""","phone:""+260977901245""","email:""annah.matongo@email.com""}]",6,
1709,Annah Makasa,261000000000.0,annah.makasa@email.com,Female,25/07/1993,Zambian,Mongu,Western,Diploma,Mongu Nursing School,2011,Nursing,"Nursing License,Patient Care","English,Lozi",Intermediate,6,Enrolled Nurse,Employed,Full-time,Western,7500,10500,1 month,"Patient Care,Medication,Vital Signs","Compassion,Communication,Teamwork","[{""title"":""Enrolled Nurse""","company:""Mongu General Hospital""","location:""Mongu""","start_date:""2014-08""","end_date:""Present""","description:""Provide nursing care in medical ward""","achievements:[""Improved patient satisfaction""",Enhanced health education]},"{""title"":""Nursing Assistant""","company:""Various Clinics""","location:""Western Province""","start_date:""2011-04""","end_date:""2014-07""","description:""Supported nursing care""","achievements:[""Improved clinical skills""",Enhanced patient care techniques]}],"[{""name"":""Patient Care Improvement""","description:""Healthcare quality initiative""","technologies:""Medical Equipment","Health Records""","duration:""Ongoing""}]","[{""name"":""Stella Monde""","relationship:""Nursing Officer""","phone:""+260955012356""","email:""stella.monde@mgh.gov.zm""}]",7,
1710,Stella Bowa,261000000000.0,stella.bowa@email.com,Female,08/05/1995,Zambian,Chipata,Eastern,Certificate,Chipata Trades School,2012,Hair and Beauty,"Cosmetology,Beauty Therapy","English,Nyanja",Basic,5,Beauty Therapist,Self-Employed,Part-time,Eastern,4000,6500,Immediate,"Hair Styling,Skin Care,Makeup","Creativity,Customer Service,Artistic","[{""title"":""Beauty Therapist""","company:""Stella's Beauty Parlor""","location:""Chipata""","start_date:""2014-09""","end_date:""Present""","description:""Run own beauty services business""","achievements:[""Built strong clientele""",Known for creative styles]},"{""title"":""Beauty Assistant""","company:""Various Salons""","location:""Chipata""","start_date:""2012-05""","end_date:""2014-08""","description:""Learned beauty therapy""","achievements:[""Mastered various techniques""",Improved customer service]}],"[{""name"":""Beauty Care Services""","description:""Skin and makeup services""","technologies:""Beauty Products","Skincare Tools""","duration:""Ongoing""}]","[{""name"":""Dainess Njamba""","relationship:""Mentor""","phone:""+260966123468""","email:""dainess.njamba@email.com""}]",5,
1711,Dainess Ngwenya,261000000000.0,dainess.ngwenya@email.com,Female,19/10/1991,Zambian,Kabwe,Central,Diploma,Kabwe Business College,2009,Office Administration,"Secretarial,Computer Skills","English,Bemba",Intermediate,8,Secretary,Employed,Full-time,Central,6000,9000,2 weeks,"Typing,Filing,Office Software","Organization,Communication,Discretion","[{""title"":""Secretary""","company:""Central Province Administration""","location:""Kabwe""","start_date:""2013-11""","end_date:""Present""","description:""Provide secretarial support""","achievements:[""Improved office efficiency""",Enhanced document management]},"{""title"":""Office Assistant""","company:""Various Offices""","location:""Kabwe""","start_date:""2009-04""","end_date:""2013-10""","description:""Supported office operations""","achievements:[""Improved typing speed""",Enhanced customer service]}],"[{""name"":""Office System Enhancement""","description:""Administrative process improvement""","technologies:""Office Software","Filing Systems""","duration:""4 months""}]","[{""name"":""Luka Kabunda""","relationship:""Office Manager""","phone:""+260977234579""","email:""luka.kabunda@gov.zm""}]",6,
1712,Luka Bwanga,261000000000.0,luka.bwanga@email.com,Male,14/02/1987,Zambian,Mufumbwe,North-Western,Certificate,Mufumbwe Trades School,2005,Masonry,"Bricklaying,Construction","English,Kaonde",Basic,12,Mason,Self-Employed,Contract,North-Western,6500,9500,Immediate,"Bricklaying,Concrete Work,Finishing","Quality Workmanship,Reliability,Teamwork","[{""title"":""Mason""","company:""Luka Construction""","location:""Mufumbwe""","start_date:""2009-05""","end_date:""Present""","description:""Run own masonry business""","achievements:[""Completed 100+ construction projects""",Known for quality work]},"{""title"":""Laborer""","company:""Various Contractors""","location:""North-Western""","start_date:""2005-02""","end_date:""2009-04""","description:""Worked in construction""","achievements:[""Mastered masonry techniques""",Improved finishing skills]}],"[{""name"":""Building Construction""","description:""Residential and commercial projects""","technologies:""Masonry Tools","Construction Methods""","duration:""Ongoing""}]","[{""name"":""Brighton Shula""","relationship:""Client""","phone:""+260955345690""","email:""brighton.shula@email.com""}]",6,
1713,Brighton Munalula,261000000000.0,brighton.munalula@email.com,Male,03/09/1992,Zambian,Livingstone,Southern,Certificate,Livingstone Technical School,2009,Automotive Repair,"Mechanics,Diagnostics","English,Tonga",Basic,8,Auto Mechanic,Self-Employed,Contract,Southern,7000,10500,Immediate,"Engine Repair,Diagnostics,Maintenance","Technical Skills,Problem-solving,Reliability","[{""title"":""Auto Mechanic""","company:""Brighton's Auto Repair""","location:""Livingstone""","start_date:""2012-08""","end_date:""Present""","description:""Run own automotive repair shop""","achievements:[""Built reputation for quality""",Maintained customer loyalty]},"{""title"":""Mechanic Assistant""","company:""Various Garages""","location:""Southern Province""","start_date:""2009-01""","end_date:""2012-07""","description:""Learned automotive repair""","achievements:[""Mastered diagnostic techniques""",Improved repair efficiency]}],"[{""name"":""Vehicle Maintenance Services""","description:""Automotive repair and maintenance""","technologies:""Diagnostic Tools","Repair Equipment""","duration:""Ongoing""}]","[{""name"":""Lizzy Pumulo""","relationship:""Regular Client""","phone:""+260966456801""","email:""lizzy.pumulo@email.com""}]",6,
1714,Lizzy Lesa,261000000000.0,lizzy.lesa@email.com,Female,27/06/1994,Zambian,Kasama,Northern,Diploma,Kasama Business College,2012,Office Skills,"Secretarial,Computer Skills","English,Bemba",Intermediate,3,Office Clerk,Employed,Full-time,Northern,5500,8000,2 weeks,"Filing,Data Entry,Customer Service","Organization,Communication,Teamwork","[{""title"":""Office Clerk""","company:""Northern Province Administration""","location:""Kasama""","start_date:""2014-10""","end_date:""Present""","description:""Handle office clerical work""","achievements:[""Improved office organization""",Enhanced document management]},"{""title"":""Office Trainee""","company:""Various Offices""","location:""Kasama""","start_date:""2012-05""","end_date:""2014-09""","description:""Learned office administration""","achievements:[""Improved computer skills""",Enhanced customer service]}],"[{""name"":""Records Management System""","description:""Document organization project""","technologies:""Office Software","Filing Systems""","duration:""3 months""}]","[{""name"":""Everlyn Kapenda""","relationship:""Office Supervisor""","phone:""+260977567915""","email:""everlyn.kapenda@gov.zm""}]",5,
1715,Everlyn Kashweka,261000000000.0,everlyn.kashweka@email.com,Female,15/01/1990,Zambian,Kalulushi,Copperbelt,Certificate,Kalulushi Trades School,2008,Dressmaking,"Fashion Design,Tailoring","English,Bemba",Basic,9,Dressmaker,Self-Employed,Full-time,Copperbelt,5000,7500,Immediate,"Pattern Making,Sewing,Fashion Design","Creativity,Attention to Detail,Customer Service","[{""title"":""Dressmaker""","company:""Everlyn's Fashion House""","location:""Kalulushi""","start_date:""2011-06""","end_date:""Present""","description:""Run own dressmaking business""","achievements:[""Built loyal customer base""",Known for quality work]},"{""title"":""Tailoring Assistant""","company:""Various Shops""","location:""Kalulushi""","start_date:""2008-03""","end_date:""2011-05""","description:""Learned dressmaking""","achievements:[""Mastered advanced techniques""",Improved design skills]}],"[{""name"":""Custom Clothing Production""","description:""Bespoke fashion items""","technologies:""Sewing Machines","Pattern Design""","duration:""Ongoing""}]","[{""name"":""Jimmy Ngwira""","relationship:""Business Partner""","phone:""+260955678915""","email:""jimmy.ngwira@email.com""}]",6,
1716,Jimmy Chipoya,261000000000.0,jimmy.chipoya@email.com,Male,18/04/1988,Zambian,Chipata,Eastern,Certificate,Chipata Technical School,2006,Plumbing,"Pipe Installation,Repair","English,Nyanja",Basic,11,Plumber,Self-Employed,Contract,Eastern,7000,10000,Immediate,"Pipe Installation,Repair,Maintenance","Problem-solving,Reliability,Customer Service","[{""title"":""Plumber""","company:""Jimmy Plumbing Services""","location:""Chipata""","start_date:""2010-03""","end_date:""Present""","description:""Run own plumbing business""","achievements:[""Completed 250+ plumbing jobs""",Maintained customer satisfaction]},"{""title"":""Apprentice Plumber""","company:""Various Contractors""","location:""Eastern Province""","start_date:""2006-01""","end_date:""2010-02""","description:""Learned plumbing work""","achievements:[""Mastered pipe systems""",Improved installation techniques]}],"[{""name"":""Water System Installation""","description:""Residential and commercial plumbing""","technologies:""Pipe Systems","Water Treatment""","duration:""Ongoing""}]","[{""name"":""Pumulo Chipasha""","relationship:""Regular Client""","phone:""+260966789025""","email:""pumulo.chipasha@email.com""}]",7,
1717,Pumulo Chikwanda,261000000000.0,pumulo.chikwanda@email.com,Male,07/12/1993,Zambian,Solwezi,North-Western,Certificate,Solwezi Technical School,2010,Heavy Equipment,"Equipment Operation,Safety","English,Kaonde",Basic,7,Equipment Operator,Employed,Full-time,North-Western,11000,15000,2 weeks,"Excavator Operation,Loader,Maintenance","Safety Consciousness,Precision,Teamwork","[{""title"":""Heavy Equipment Operator""","company:""First Quantum Minerals""","location:""Solwezi""","start_date:""2013-11""","end_date:""Present""","description:""Operate mining equipment""","achievements:[""Maintained safety record""",Improved operational efficiency]},"{""title"":""Operator Trainee""","company:""Various Sites""","location:""North-Western""","start_date:""2010-04""","end_date:""2013-10""","description:""Learned equipment operation""","achievements:[""Certified on multiple machines""",Improved operational skills]}],"[{""name"":""Mine Development Operations""","description:""Equipment operation for mine expansion""","technologies:""Heavy Equipment","GPS Systems""","duration:""Ongoing""}]","[{""name"":""Shadrick Kamfwa""","relationship:""Operations Supervisor""","phone:""+260977890135""","email:""shadrick.kamfwa@fqml.co.zm""}]",7,
1718,Shadrick Botha,261000000000.0,shadrick.botha@email.com,Male,29/07/1989,Zambian,Kalulushi,Copperbelt,Certificate,Kalulushi Trades School,2007,Welding,"Welding Certification,Safety","English,Bemba",Basic,10,Welder,Self-Employed,Contract,Copperbelt,7500,11000,Immediate,"Arc Welding,MIG Welding,Fabrication","Precision,Safety Focus,Teamwork","[{""title"":""Welder/Fabricator""","company:""Shadrick's Welding Services""","location:""Kalulushi""","start_date:""2011-07""","end_date:""Present""","description:""Run own welding and fabrication business""","achievements:[""Completed 180+ welding projects""",Known for quality workmanship]},"{""title"":""Apprentice Welder""","company:""Various Workshops""","location:""Copperbelt""","start_date:""2007-03""","end_date:""2011-06""","description:""Learned welding skills""","achievements:[""Mastered multiple techniques""",Improved fabrication skills]}],"[{""name"":""Metal Fabrication Services""","description:""Custom metal work""","technologies:""Welding Equipment","Fabrication""","duration:""Ongoing""}]","[{""name"":""Cynthia Msimuko""","relationship:""Regular Client""","phone:""+260955901246""","email:""cynthia.msimuko@email.com""}]",6,
1719,Cynthia Makayi,261000000000.0,cynthia.makayi@email.com,Female,12/04/1992,Zambian,Mongu,Western,Diploma,Mongu Nursing School,2010,Nursing,"Nursing License,Patient Care","English,Lozi",Intermediate,7,Enrolled Nurse,Employed,Full-time,Western,7500,10500,1 month,"Patient Care,Medication,Vital Signs","Compassion,Communication,Teamwork","[{""title"":""Enrolled Nurse""","company:""Mongu General Hospital""","location:""Mongu""","start_date:""2013-08""","end_date:""Present""","description:""Provide nursing care in medical ward""","achievements:[""Improved patient satisfaction""",Enhanced health education]},"{""title"":""Nursing Assistant""","company:""Various Clinics""","location:""Western Province""","start_date:""2010-04""","end_date:""2013-07""","description:""Supported nursing care""","achievements:[""Improved clinical skills""",Enhanced patient care techniques]}],"[{""name"":""Patient Care Improvement""","description:""Healthcare quality initiative""","technologies:""Medical Equipment","Health Records""","duration:""Ongoing""}]","[{""name"":""Sunday Nchimunya""","relationship:""Nursing Officer""","phone:""+260966012357""","email:""sunday.nchimunya@mgh.gov.zm""}]",7,
1720,Sunday Namwila,261000000000.0,sunday.namwila@email.com,Male,24/08/1995,Zambian,Chipata,Eastern,Certificate,Chipata Trades School,2012,Hair and Beauty,"Cosmetology,Beauty Therapy","English,Nyanja",Basic,5,Beauty Therapist,Self-Employed,Part-time,Eastern,4000,6500,Immediate,"Hair Styling,Skin Care,Makeup","Creativity,Customer Service,Artistic","[{""title"":""Beauty Therapist""","company:""Sunday's Beauty Parlor""","location:""Chipata""","start_date:""2014-09""","end_date:""Present""","description:""Run own beauty services business""","achievements:[""Built strong clientele""",Known for creative styles]},"{""title"":""Beauty Assistant""","company:""Various Salons""","location:""Chipata""","start_date:""2012-05""","end_date:""2014-08""","description:""Learned beauty therapy""","achievements:[""Mastered various techniques""",Improved customer service]}],"[{""name"":""Beauty Care Services""","description:""Skin and makeup services""","technologies:""Beauty Products","Skincare Tools""","duration:""Ongoing""}]","[{""name"":""Benjamin Bweupe""","relationship:""Mentor""","phone:""+260977123469""","email:""benjamin.bweupe@email.com""}]",5,
1721,Benjamin Chota,261000000000.0,benjamin.chota@email.com,Male,17/03/1988,Zambian,Kabwe,Central,Certificate,Kabwe Technical School,2006,Electrical Work,"Electrical Installation,Maintenance","English,Bemba",Basic,11,Electrician,Self-Employed,Contract,Central,8000,11500,Immediate,"Electrical Installation,Wiring,Maintenance","Technical Skills,Safety Focus,Reliability","[{""title"":""Electrician""","company:""Benjamin Electrical Services""","location:""Kabwe""","start_date:""2010-09""","end_date:""Present""","description:""Run own electrical business""","achievements:[""Completed 300+ electrical jobs""",Maintained safety record]},"{""title"":""Apprentice Electrician""","company:""Various Contractors""","location:""Central Province""","start_date:""2006-04""","end_date:""2010-08""","description:""Learned electrical work""","achievements:[""Mastered electrical systems""",Improved installation techniques]}],"[{""name"":""Residential Electrical Work""","description:""Home electrical services""","technologies:""Electrical Systems","Testing Equipment""","duration:""Ongoing""}]","[{""name"":""Amon Ndumba""","relationship:""Client""","phone:""+260955234580""","email:""amon.ndumba@email.com""}]",7,
1722,Amon Nalwamba,261000000000.0,amon.nalwamba@gmail.com,Male,08/11/1993,Zambian,Mazabuka,Southern,Certificate,Mazabuka Technical School,2010,Motor Mechanics,"Automotive Repair,Diagnostics","English,Tonga",Basic,7,Motor Mechanic,Self-Employed,Contract,Southern,7000,10500,Immediate,"Engine Repair,Transmission,Electrical","Technical Skills,Problem-solving,Reliability","[{""title"":""Motor Mechanic""","company:""Amon's Auto Repair""","location:""Mazabuka""","start_date:""2013-06""","end_date:""Present""","description:""Run own automotive repair business""","achievements:[""Built reputation for quality""",Maintained customer loyalty]},"{""title"":""Mechanic Assistant""","company:""Various Garages""","location:""Mazabuka""","start_date:""2010-03""","end_date:""2013-05""","description:""Learned automotive repair""","achievements:[""Mastered diagnostic techniques""",Improved repair efficiency]}],"[{""name"":""Vehicle Maintenance Services""","description:""Automotive repair and maintenance""","technologies:""Diagnostic Tools","Repair Equipment""","duration:""Ongoing""}]","[{""name"":""Jonas Mbale""","relationship:""Regular Client""","phone:""+260966345691""","email:""jonas.mbale@email.com""}]",6,
1723,Jonas Kasanga,261000000000.0,jonas.kasanga@gmail.com,Male,22/06/1989,Zambian,Kalulushi,Copperbelt,Certificate,Kalulushi Trades School,2007,Carpentry,"Woodworking,Furniture Making","English,Bemba",Basic,10,Carpenter,Self-Employed,Contract,Copperbelt,6000,9000,Immediate,"Woodworking,Furniture Design,Repair","Craftsmanship,Reliability,Customer Service","[{""title"":""Carpenter""","company:""Jonas Carpentry""","location:""Kalulushi""","start_date:""2011-05""","end_date:""Present""","description:""Run own carpentry business""","achievements:[""Completed 150+ projects""",Known for quality workmanship]},"{""title"":""Apprentice Carpenter""","company:""Various Workshops""","location:""Copperbelt""","start_date:""2007-02""","end_date:""2011-04""","description:""Learned carpentry skills""","achievements:[""Mastered woodworking techniques""",Improved design skills]}],"[{""name"":""Custom Furniture Production""","description:""Handcrafted furniture""","technologies:""Woodworking Tools","Finishing""","duration:""Ongoing""}]","[{""name"":""Cephas Musukuma""","relationship:""Regular Client""","phone:""+260977456802""","email:""cephas.musukuma@email.com""}]",6,
